id	age	gender	nationality	familiarity	personalityResponses	preSurveyResponses	timeSpent	fightCnt	punchCnt	avgSpeed	totalDist	collectedItemCnt	totalItemCnt	crowdPersonality	postSurveyResponses
A16335MOISDG1F	39	 Male 	 Black 	NULL	 [2,0,4,1,3,3,3,0,5,4]	 [-1,-1,-1,-1,-3,0,0,0,0,0,-2,-1,3,0,0,0,-1]	99.3037	1	37	0.555389	55.1605	0	11	0	 [-2,-1,-3,-1,-3,-1,-2,0,0,0,-3,-1,1,-1,-1,-1,-2]
A1643B90CHCRI	24	 Female 	 White 	1	 [4,2,4,3,4,0,4,4,4,4]	 [-1,-2,-2,-2,-2,-3,-2,-3,-2,-2,-2,-3,-3,-3,-2,-3,-3]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A16I8UYY8MG2PG	0	 Male 	 White 	NULL	 [6,6,6,5,6,6,5,6,6,6]	 [-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A16J2CW30USNJI	25	 Male 	 White 	3	 [2,4,2,3,5,5,5,1,5,4]	 [-2,-2,-2,-2,-1,0,-2,-3,-1,-1,-2,-1,-1,-1,-2,-1,-2]	93.2787	1	230	0.751889	70.1502	0	0	0	 [1,1,2,2,1,-1,-1,-1,-1,0,-1,-1,1,1,1,1,1]
A16P5V99HGZ090	44	 Male 	 White 	0	 [0,0,0,0,0,2,0,0,0,4]	 [-2,-2,1,-1,-1,-3,-1,-1,-2,-2,-2,-1,-2,0,-1,0,3]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A188F1RA867LVT	48	 Female 	 White 	1	 [0,0,0,0,0,0,4,1,4,1]	 [0,0,0,0,0,0,0,0,0,0,-1,1,2,1,-2,0,1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A193SP8INHA4MB	30	 Male 	 White 	NULL	 [1,5,6,1,5,4,4,1,5,0]	 [-3,-3,-1,-3,2,2,3,3,2,2,2,2,0,0,0,-3,0]	76.081	2	109	0.916083	69.7125	0	10	0	 [-3,-3,-3,-3,2,-2,-1,-1,-1,2,1,-3,-1,-1,-1,-3,0]
A199FVNRBPMVWI	47	 Male 	 Black 	NULL	 [5,5,4,4,5,3,3,4,5,5]	 [-3,-2,-3,0,-2,-2,0,-2,-2,-2,-1,0,0,-2,-2,-2,-2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1AKZX4CTBIQT6	25	 Female 	 White 	2	 [5,2,5,1,5,6,5,1,5,4]	 [-2,-3,-2,-2,-3,-2,-2,-3,-2,1,1,-1,-1,1,2,-1,1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1BBZX44G3QSBR	59	 Male 	 White 	2	 [5,4,5,4,6,5,6,5,6,5]	 [-3,-3,-2,-2,-3,-2,-2,-2,-3,-2,-1,-2,-2,-3,-2,-2,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1BM57TUNAQIXM	38	 Female 	 Asian 	2	 [1,5,5,4,4,3,4,1,5,1]	 [0,-1,-1,-1,0,0,0,2,1,1,0,1,1,0,0,0,0]	138.356	4	106	0.613174	84.8371	0	15	0	 [0,-1,-2,-2,0,-1,-2,0,0,0,-2,0,0,0,0,-1,-1]
A1BWXQ3T1I5L9A	25	 Female 	 White 	1	 [4,2,4,3,4,3,3,4,4,4]	 [-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1EUVGDX8W04E5	27	 Male 	 White 	2	 [4,5,4,6,5,6,5,6,5,6]	 [-1,-1,-2,-2,-1,-2,-2,-1,-2,-2,-1,-2,-1,-2,-1,-2,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1F6FKQ0TAWFSZ	46	 Female 	 White 	3	 [5,6,5,6,5,4,3,4,3,4]	 [-3,-2,-3,-1,-2,-1,-2,-3,-2,-1,-2,-3,-1,1,-3,-2,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1FRESIVFKPV7M	24	 Female 	 White 	2	 [4,5,3,3,4,0,6,5,4,5]	 [-2,-2,-1,-1,-2,-1,-2,2,1,-1,1,2,-2,0,-1,1,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1GA0ZZW5D5G3D	0	 Male 	 White 	2	 [4,4,5,5,4,5,5,4,5,6]	 [-1,-2,-3,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-3,-2,-2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1GI4GVQNYMR62	25	 Female 	 White 	2	 [4,1,1,4,4,5,3,3,5,3]	 [-1,-1,-2,-3,-3,-2,-2,-1,2,-2,-3,-1,-2,2,0,-2,-2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1H5Q9HRH4RPZU	40	 Male 	 White 	3	 [1,4,5,2,5,6,2,1,4,4]	 [-1,-1,-2,-2,0,1,2,2,1,-1,-1,-2,-1,0,-1,-1,-2]	262.323	5	838	1.01973	267.509	0	10	0	 [-1,0,1,1,0,2,1,-1,-1,-2,-1,-2,0,1,-1,0,1]
A1HCG3H9LC6ZPQ	27	 Male 	 White 	NULL	 [3,4,5,4,5,4,4,5,4,5]	 [2,2,1,2,2,2,1,2,3,1,2,3,1,2,2,2,1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1HROF57GG9GQP	37	 Male 	 White 	3	 [5,5,4,5,4,5,6,5,4,5]	 [0,-2,-3,-3,-2,-3,-2,-2,-2,-2,-1,-3,-3,-2,-2,-1,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1HSI7UUYP5PM3	56	 Male 	 White 	2	 [4,5,4,5,5,6,6,4,5,3]	 [-2,-2,-1,-1,-2,-1,-1,1,-1,-1,-2,-2,-1,-1,-1,-2,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1JWTH71NOUIUC	33	 Male 	 White 	3	 [6,3,5,3,3,4,5,4,5,3]	 [-2,-3,-2,-2,-2,-1,3,-3,-2,-1,-2,-1,-2,-2,-3,1,2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1LJDITM8FGL5U	25	 Male 	 White 	1	 [4,4,6,4,3,4,5,4,3,4]	 [-1,-2,-2,-3,-2,-3,-2,-2,-2,-1,-3,-2,-2,-3,-1,-2,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1LKQPW65522AU	56	 Female 	 White 	1	 [5,5,6,5,5,1,4,5,4,4]	 [0,0,0,0,-1,-2,2,-2,-1,-1,-2,1,-1,-2,-3,-1,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1N7GHHBH8GMVZ	32	 Male 	 White 	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1NFQ814CFWJZ	50	 Male 	 White 	2	 [5,6,2,4,3,6,4,5,6,4]	 [-3,-2,-2,-1,-1,1,-1,-2,-1,-2,2,-2,1,-1,2,-2,1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1NQFTAORRFJPC	58	 Female 	 White 	2	 [6,5,5,0,5,4,5,0,0,0]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1NZRYBCI8UMV7	26	 Male 	 White 	2	 [3,3,2,1,2,3,3,5,4,2]	 [1,1,1,-1,1,1,-1,1,1,-2,-2,-1,-1,-1,-1,-1,-2]	104.659	4	221	1.0948	114.602	5	0	0	 [2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2]
A1PHDT66U6IK4Q	69	 Male 	 White 	2	 [6,1,6,0,6,1,6,0,6,0]	 [-3,-3,-2,-3,-3,-2,-3,-3,-3,3,3,3,-2,-2,-3,-2,-3]	297.724	0	0	0.438114	130.441	0	0	0	 [-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3]
A1PLBQ3LANDLOE	45	 Male 	 White 	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1QBBVQL84SS8T	54	 Male 	 White 	1	 [1,4,6,0,1,3,6,0,5,1]	 [-3,-3,-2,-1,-2,1,-1,-3,1,-1,-2,1,-3,1,-3,-2,-2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1RQW7N977OAGE	0	 Male 	 White 	NULL	 [5,4,5,4,5,3,4,5,6,4]	 [1,-1,1,1,-1,1,-1,2,1,1,2,3,0,1,2,1,1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1SARRYNMZDVXB	0	 Male 	 White 	3	 [4,3,4,3,4,3,4,3,0,1]	 [0,1,2,2,0,2,2,1,2,1,1,2,1,2,2,1,2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1SJLXB0XFCJ97	30	 Male 	 White 	2	 [5,4,6,1,2,1,2,2,4,0]	 [-2,-2,-3,-3,-2,-2,-2,-3,-2,-3,-2,1,-2,-2,-3,-2,1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1TKQJUFNN40MJ	28	 Male 	 White 	NULL	 [4,5,6,2,3,4,3,1,3,2]	 [-2,-1,-2,-2,-2,-1,2,2,-1,2,-1,1,1,1,-2,1,2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1UC7NOYD8RSXE	47	 Male 	 White 	2	 [0,0,4,5,4,3,4,5,5,5]	 [2,1,2,-2,3,-1,2,2,1,3,2,-2,2,3,1,2,1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1VRV534XUZX49	30	 Female 	 Asian 	2	 [4,5,6,5,4,5,6,5,4,5]	 [-2,-2,-3,-2,-1,-1,3,2,3,-2,-3,-2,3,2,-3,-2,-3]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1WTQ5KFDH3RO0	23	 Male 	 White 	1	 [0,0,0,0,0,0,2,3,2,2]	 [0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1WW22TG79S8F	25	 Male 	 White 	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1YCXZXKE5LXSZ	67	 Male 	 White 	NULL	 [4,5,6,3,4,0,4,5,6,5]	 [1,-1,-2,-2,1,-1,-1,-1,1,1,-1,-2,-2,-1,-3,1,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1YG1M97NFR1HK	25	 Female 	 White 	2	 [4,3,4,4,5,5,4,5,4,4]	 [-2,-2,-2,-2,-2,-2,-3,-2,-2,-2,-2,-2,-3,-2,-3,-2,-2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1YOXTPDH26AZH	53	 Female 	 White 	1	 [6,5,6,5,6,5,6,5,0,0]	 [-2,-1,-3,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,0,0,0]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1YSUODAISGHEW	28	 Male 	 Asian 	NULL	 [4,5,5,6,4,5,6,6,5,4]	 [1,-2,0,-2,1,-1,2,1,1,1,2,-2,1,1,1,1,1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1YV7SCB1OHMUT	49	 Male 	 White 	NULL	 [2,2,6,2,5,5,4,1,5,3]	 [-3,-3,-3,-3,-3,-3,-3,-3,0,1,1,1,-1,-1,-3,-1,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1YWDWBHOT4SC3	30	 Female 	 White 	NULL	 [4,5,6,5,6,4,5,5,6,5]	 [-1,-2,-1,-2,-1,-2,-1,-1,-2,-1,-3,-1,-1,-1,-2,-1,-2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A1ZJIWCHZ2B6DH	0	 Male 	 White 	0	 [5,4,6,4,3,4,5,6,5,6]	 [-2,-3,-2,-2,-2,1,-2,-3,2,1,-1,2,-2,-2,-3,2,-2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A20FYCXV508HM9	35	 Male 	 Asian 	3	 [6,5,5,5,6,4,5,6,4,5]	 [-2,-2,-1,-2,1,2,-1,-1,-1,1,-1,-2,-1,-2,-1,-1,-2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A24V1CERFOOPKM	0	 Male 	 Asian 	NULL	 [4,4,4,3,4,5,4,4,5,5]	 [-2,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A24Y5LD7IBGZ3C	30	 Male 	 White 	NULL	 [4,5,5,4,5,5,6,6,6,0]	 [1,-1,1,-2,1,-1,1,1,-1,1,-1,1,-1,1,-3,2,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A262M5VGNQWDWN	25	 Female 	 Asian 	NULL	 [3,4,3,4,3,4,3,3,0,3]	 [1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A271BLPPDLMVXM	57	 Male 	 White 	3	 [0,1,0,1,2,2,1,0,1,0]	 [-3,-3,-3,-3,-2,-3,-2,-3,-2,-3,-2,-3,-2,-2,-3,-3,-2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A28B429PARAIDD	25	 Female 	 White 	3	 [5,6,5,4,5,5,6,5,5,6]	 [-3,-2,-3,-3,-3,-2,-3,-3,-2,-3,-2,-2,-2,-2,-3,-2,-2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2ALTQOKC9H5GQ	32	 Female 	 White 	3	 [5,6,6,6,5,5,6,6,6,6]	 [-3,-1,-3,-2,-2,-2,2,-2,1,-1,-1,-1,-2,-2,-2,-2,2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2BOPAJFZAWP00	0	 Male 	 White 	2	 [5,6,4,5,3,6,5,4,6,4]	 [-2,-2,-3,-2,-2,1,-2,2,-2,1,2,-2,2,-2,2,2,2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2CNMQU0FVAUFY	39	 Male 	 White 	3	 [6,5,6,5,4,5,4,5,6,5]	 [-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2CS0YVXSK66BW	24	 Female 	 White 	1	 [5,2,4,2,5,4,5,3,4,4]	 [0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2D74QPANDB2I7	36	 Male 	 White 	3	 [3,0,3,2,3,1,5,5,5,1]	 [-2,-2,-2,-1,-2,-1,1,1,0,0,-1,0,-1,0,0,0,-2]	75.0203	3	163	0.760407	57.0603	0	21	0	 [-1,-2,-2,-1,-2,-2,-2,-1,0,0,-2,0,0,0,0,0,-2]
A2G00NYTMOFLX1	25	 Male 	 White 	2	 [5,5,1,1,5,5,1,1,5,5]	 [-2,-2,-2,-2,-3,-2,2,-2,-2,2,-2,2,-2,-2,-2,-2,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2HNW30U39TRAZ	30	 Male 	 White 	1	 [4,5,4,6,5,4,3,4,5,4]	 [-2,-1,-1,0,-2,-1,-1,-2,-1,-1,-2,-1,-1,-2,-1,-2,-2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2HP2YBJF23XCY	0	 Male 	 White 	3	 [6,5,6,6,0,0,5,6,5,6]	 [-3,-3,-3,-3,-3,-2,3,-3,-3,-2,3,-3,3,3,-3,3,3]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2J1ANUL0BYKUK	34	 Male 	 White 	2	 [5,0,5,0,4,4,5,0,5,3]	 [-2,-2,-3,-3,-1,-1,-1,0,0,1,1,0,0,0,-1,0,1]	131.964	3	350	0.988315	130.415	0	3	0	 [-1,-2,-2,-2,-1,-1,-1,0,0,0,-1,-1,0,0,0,-1,1]
A2JQZKNCEPTSAJ	25	 Male 	 White 	2	 [4,0,2,4,1,3,2,4,5,2]	 [-1,2,-2,2,-2,1,-1,1,-1,1,2,-1,-2,2,-2,2,1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2JYFEWF0MITJ4	28	 Male 	 White 	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2KOXR5OXIFUIW	34	 Male 	 Asian 	-2	 [1,1,4,6,4,4,3,6,0,2]	 [2,1,1,1,1,2,-1,-1,1,1,0,0,1,1,1,2,2]	173.851	4	125	0.511528	88.9425	1	22	0	 [-1,1,-1,0,-1,-1,-2,-2,0,-1,-1,-1,-1,-1,0,-2,1]
A2KSQ4MS13KSOM	24	 Female 	 White 	0	 [5,4,3,4,5,5,4,3,4,5]	 [-1,-2,-1,1,2,-1,1,2,1,-1,1,-1,2,-1,1,-1,2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2MQPQ30Z0ETL4	25	 Female 	 White 	NULL	 [4,3,3,2,3,4,4,5,4,4]	 [-1,-2,-2,-1,-2,1,1,-2,-1,-1,-2,-1,-2,-2,-1,-2,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2NF1M0OMNYBEA	0	 Male 	 White 	2	 [5,4,6,5,3,5,6,4,5,6]	 [-2,-3,-2,-3,-1,-2,-1,2,1,-2,-3,-1,-2,-3,-1,-2,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2OI7TVMG6WT30%20might%20be%20temporarily%20down%20or%20it%20may%20have%20moved%20permanently%20to%20a%20new%20web%20addres	27	 Male 	 White 	NULL	 [4,3,5,5,4,6,5,5,6,6]	 [-2,-3,-3,-2,-3,-1,-2,-2,-3,-3,-1,-2,-2,0,-3,-1,-2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2OL577RW0WQET	30	 Male 	 White 	NULL	 [4,5,5,5,4,5,5,5,4,4]	 [1,2,1,1,1,-1,1,-1,3,1,1,1,1,2,2,1,1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2PY0YJZR6UPQD	25	 Male 	 Asian 	0	 [4,1,3,6,4,3,0,4,2,3]	 [-1,-2,-1,1,-1,-2,1,-1,2,1,2,-1,1,0,3,1,0]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2Q8W9EV4RRC0O	50	 Male 	 White 	NULL	 [6,5,5,5,6,5,6,5,6,5]	 [2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2RDYOW6XVDH1I	30	 Male 	 White 	0	 [3,3,3,3,3,3,3,3,3,3]	 [-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1]	52.3533	1	13	0.749184	39.4821	7	16	0	 [0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
A2S4L806KJY42M	26	 Male 	 White 	2	 [5,4,0,2,4,4,3,4,2,4]	 [-3,1,-2,-1,-2,-1,0,2,2,-2,-1,1,2,-1,1,-1,1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2S9SAGO12WZ6P	28	 Female 	 White 	0	 [0,3,5,5,1,6,5,1,2,5]	 [1,-1,-1,-1,1,1,-1,-1,0,-2,-1,1,-2,2,1,2,1]	145.76	5	123	0.378586	55.2048	0	8	0	 [-1,-2,-2,-1,-1,-2,-3,-3,-1,-2,-1,-1,1,1,2,-1,0]
A2SKY4RRWII0BF	56	 Male 	 Other 	3	 [1,3,5,4,5,6,5,1,5,1]	 [-1,-2,-2,-2,-2,-1,-1,0,1,0,-1,-1,-1,-1,0,-1,-1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2TDJIU8SZAYN8	26	 Female 	 White 	1	 [4,4,5,4,5,5,4,5,4,5]	 [0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2VY5GKTXHLC8Q	38	 Female 	 White 	2	 [4,5,3,6,6,4,5,6,4,5]	 [-3,-2,-2,-2,-1,-3,-1,-2,-3,-1,-2,-3,-1,-2,-3,-1,-2]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A2WWP21L369YUR	30	 Male 	 White 	2	 [0,0,0,0,3,3,3,3,3,3]	 [0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
